,income,age,disability,employment
4045,5,77,0,0
4046,5,71,0,0
4047,5,79,0,0
4048,15,66,0,0
4049,11,80,0,0
4050,5,55,0,0
4051,4,80,0,0
4052,11,68,1,0
4053,11,64,1,0
4054,7,76,0,0
4055,7,71,0,0
4056,12,75,0,0
4057,11,85,0,0
4058,12,75,0,0
4059,6,74,0,0
4060,6,78,0,0
4061,1,85,0,0
4062,6,79,0,0
4063,6,75,0,0
4064,13,62,0,0
4065,13,60,0,0
4066,12,77,0,0
4067,12,69,0,0
4068,3,66,0,0
4069,8,85,0,0
4070,8,80,0,0
4071,10,65,0,0
4072,8,68,0,0
4073,8,75,0,0
4074,5,35,0,0
4075,5,37,0,0
4076,4,85,0,0
4078,5,70,0,0
4079,11,62,0,0
4080,14,80,0,0
4081,15,61,1,0
4082,12,58,0,0
4083,12,60,0,1
4084,15,68,0,0
4085,12,70,0,0
4086,6,68,0,0
4087,3,85,0,0
4088,7,71,0,0
4089,15,71,0,0
4090,15,68,0,0
4091,16,64,0,0
4092,5,78,0,0
4093,13,70,0,0
4094,7,77,0,0
4095,8,80,0,0
4096,8,56,0,0
4097,8,85,0,0
4098,11,65,0,0
4100,3,68,1,0
4101,7,85,0,0
4102,7,79,0,0
4103,15,72,0,0
4104,12,75,0,1
4105,3,85,0,0
4106,13,80,0,0
4107,8,68,0,0
4109,7,85,0,0
4110,13,68,0,0
4111,12,85,0,0
4112,13,70,0,0
4113,13,74,0,0
4114,7,62,0,0
4115,6,57,0,0
4116,9,71,0,0
4117,9,74,0,0
4118,12,64,0,1
4119,12,80,0,0
4120,12,79,0,0
4121,10,67,0,0
4122,5,85,0,0
4124,9,71,0,0
4125,14,62,0,0
4126,15,64,0,0
4127,3,80,0,0
4128,5,51,0,0
4129,12,67,0,0
4130,12,76,0,0
4131,4,67,0,0
4132,9,69,0,0
4133,13,69,0,0
4134,11,66,0,0
4135,11,62,0,0
4137,8,68,0,0
4138,5,85,0,0
4139,9,68,0,0
4140,9,80,0,0
4141,1,60,0,0
4143,13,69,0,0
4144,13,71,0,0
4145,5,68,0,0
4146,14,69,0,0
4147,14,63,0,0
4148,16,56,0,1
4149,7,80,0,0
4150,9,29,0,0
4151,10,62,0,0
4152,7,77,0,0
4153,7,68,0,0
4154,14,85,0,0
4155,14,60,0,1
4156,8,72,0,0
4158,6,75,0,0
4159,10,69,0,0
4160,10,56,0,0
4161,11,72,0,0
4162,11,67,0,0
4163,4,85,0,0
4164,7,85,0,0
4165,16,52,0,0
4166,8,72,0,0
4167,8,73,0,0
4168,9,68,0,0
4169,16,60,0,0
4170,11,68,0,0
4171,8,85,0,0
4172,15,78,0,0
4173,15,78,0,0
4174,16,72,0,0
4175,15,77,0,0
4177,16,53,0,0
4178,14,63,0,0
4179,13,65,0,0
4180,1,80,0,0
4181,1,80,0,0
4182,2,78,0,0
4183,2,85,0,0
4184,12,69,0,0
4185,4,75,0,0
4186,4,77,0,0
4187,12,71,0,0
4188,4,80,0,0
4189,14,60,1,1
4190,14,61,0,0
4191,7,77,0,0
4192,7,76,0,0
4193,6,72,0,0
4194,10,66,0,0
4195,8,70,0,0
4196,8,85,0,0
4197,5,85,0,0
4198,14,57,0,0
4199,12,55,0,0
4200,16,67,0,0
4201,5,80,0,0
4202,6,85,0,0
4203,12,85,0,0
4204,12,72,0,0
4205,12,74,0,0
4206,9,69,0,0
4207,14,85,0,0
4208,14,85,0,0
4209,1,76,0,0
4210,13,80,0,0
4211,7,44,0,0
4212,7,44,0,0
4213,13,85,0,0
4214,13,85,0,0
4215,4,79,0,0
4216,11,56,0,0
4217,11,62,0,0
4218,10,79,0,0
4219,10,79,0,0
4220,2,74,0,0
4221,7,63,0,0
4222,7,64,1,1
4223,5,63,0,0
4224,15,57,0,0
4225,6,85,0,0
4226,2,74,0,0
4227,2,80,0,0
4228,10,65,0,0
4229,9,67,0,0
4230,9,69,0,0
4231,12,80,0,0
4232,12,80,0,0
4233,15,59,0,1
4234,8,62,0,0
4235,12,76,0,0
4236,12,78,0,0
4237,15,80,0,0
4238,15,74,0,0
4239,14,59,0,0
4240,14,58,0,1
4241,14,75,0,0
4242,14,85,0,0
4243,12,56,0,0
4244,7,80,0,0
4245,11,72,0,0
4246,14,62,0,1
4247,11,68,0,0
4248,8,54,0,0
4249,8,57,0,0
4250,15,85,0,0
4251,16,76,0,0
4252,16,79,0,0
4254,16,64,0,0
4255,15,78,0,0
4256,10,64,0,0
4257,8,80,0,0
4258,9,67,0,0
4259,10,68,0,0
4261,11,80,0,0
4262,8,79,0,0
4263,8,66,0,0
4264,6,85,0,0
4265,5,70,0,0
4266,7,79,0,0
4267,7,72,0,0
4268,3,65,0,0
4269,12,72,0,0
4270,5,70,0,0
4271,11,74,0,0
4272,10,65,0,0
4273,10,66,0,0
4274,8,78,0,0
4275,8,72,0,0
4276,14,56,0,1
4277,13,69,0,0
4278,16,85,0,0
4279,14,70,0,0
4280,14,68,0,0
4281,4,60,0,0
4283,14,60,0,0
4284,9,71,0,0
4285,14,54,0,0
4286,9,61,0,0
4287,11,56,0,0
4288,8,76,0,0
4289,4,85,0,0
4290,15,65,0,0
4291,9,58,0,0
4292,8,67,0,0
4293,8,67,0,0
4294,6,85,0,0
4295,8,59,0,0
4296,12,60,0,0
4298,7,76,0,0
4299,7,78,0,0
4301,11,61,0,0
4302,7,64,0,0
4303,13,80,0,0
4304,14,52,0,0
4305,16,69,0,0
4308,12,70,0,0
4310,12,80,0,0
4311,7,59,0,0
4312,14,74,0,0
4313,14,70,0,0
4314,14,58,0,0
4315,10,69,0,0
4317,11,64,0,0
4318,1,66,0,1
4319,15,62,0,1
4320,15,62,0,1
4321,15,52,0,0
4322,14,60,0,0
4324,14,64,0,0
4325,15,69,0,0
4327,6,75,0,0
4328,10,61,0,0
4329,12,73,0,0
4330,12,71,0,0
4331,16,52,0,0
4332,11,30,0,0
4333,11,33,0,0
4334,16,80,0,0
4335,3,85,0,0
4336,4,80,0,0
4337,15,65,0,0
4338,15,68,0,0
4339,15,67,0,0
4340,15,65,0,0
4341,8,80,0,0
4342,7,85,0,0
4343,14,64,0,0
4344,15,69,0,0
4345,9,71,0,0
4346,9,66,0,0
4347,11,55,1,0
4348,7,77,0,0
4349,6,59,0,0
4350,15,69,0,0
4351,15,69,0,1
4352,7,78,0,0
4353,16,70,0,0
4354,16,64,0,0
4355,6,62,0,0
4356,7,67,0,0
4357,7,70,0,0
4358,6,80,0,0
4359,14,73,0,0
4360,14,78,0,0
4361,4,62,0,0
4362,13,80,0,0
4363,13,80,0,0
4364,6,79,0,0
4365,6,75,0,0
4366,6,78,0,0
4367,7,85,0,0
4368,11,52,0,0
4369,15,56,0,0
4370,10,68,0,0
4371,12,57,0,0
4372,8,71,0,0
4373,4,72,0,0
4374,8,72,0,0
4375,8,64,0,0
4376,7,68,0,0
4377,11,66,0,0
4378,11,65,0,0
4379,13,78,0,0
4380,13,56,0,0
4381,13,52,0,0
4382,11,80,0,0
4383,8,70,0,0
4384,8,70,0,0
4385,15,51,0,1
4386,12,79,0,0
4387,12,75,0,0
4388,12,79,0,0
4389,16,56,0,0
4390,3,55,0,0
4391,15,69,0,0
4392,14,56,0,0
4393,16,59,0,0
4394,16,79,0,0
4395,7,78,0,0
4396,7,66,0,0
4397,13,79,0,0
4398,14,71,0,0
4399,14,76,0,0
4400,8,66,0,0
4401,12,75,0,0
4402,12,69,0,0
4403,10,75,0,0
4404,10,78,0,0
4405,8,80,0,0
4406,8,69,0,0
4407,8,65,0,0
4408,14,64,0,0
4409,14,85,0,0
4410,14,80,0,0
4411,13,77,0,0
4412,13,74,0,0
4413,11,79,0,0
4414,10,68,0,0
4415,10,60,0,0
4416,11,80,0,0
4417,14,70,0,0
4418,16,61,0,0
4419,16,62,0,0
4420,5,80,0,0
4421,5,80,0,0
4422,13,80,0,0
4423,13,64,0,0
4424,2,51,0,0
4425,10,77,0,0
4426,11,64,0,0
4427,11,60,0,0
4428,8,72,0,0
4429,16,66,0,1
4430,13,64,0,0
4431,11,64,0,0
4432,13,80,0,0
4433,13,40,0,0
4434,10,67,0,0
4435,16,77,0,0
4436,16,74,0,0
4437,7,85,0,0
4438,10,70,0,0
4439,10,62,0,0
4440,3,53,0,0
4441,3,54,0,0
4442,15,80,0,0
4443,6,63,0,0
4444,3,62,0,0
4445,4,74,0,0
4446,10,74,0,0
4447,3,75,0,0
4448,3,69,0,0
4449,12,69,0,0
4450,12,80,0,0
4452,13,68,0,0
4453,4,80,0,0
4454,9,85,0,0
4455,9,85,0,0
4456,7,80,0,0
4457,7,72,0,0
4458,11,62,0,0
4459,13,62,0,0
4460,13,80,0,0
4461,12,66,0,0
4462,12,66,0,0
4463,11,80,0,0
4464,6,57,0,0
4465,15,58,0,0
